car_id,Company,Model,Color,used year,gas,mileage,Outfit,detail,price
3707025,光陽/KYMCO, VJR 125,紅色,4,0.1,40000.0,原漆土除ABS液晶面板,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：KYMCOVJRABS版產品狀態：無待修里程：40,000km(因試車，緩慢增加)出廠年份：2019年3月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",39000.0
3707024,光陽/KYMCO, Many110,白色,5,0.1,23000.0,原漆土除液晶面板,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：Newmany110碟煞版產品狀態：無待修里程：23,000km(因試車，緩慢增加)出廠年份：2018年5月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",39000.0
3699634,三陽/SYM, JET SR,綠色,2,0.1,460.0,原漆土除ABS液晶面板液晶儀錶,Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYM-JET(SR-ABS版)125cc產品狀態：類新車里程：460km(因試車，緩慢增加)出廠年份：2021年7月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近,74000.0
3699615,山葉/Yamaha, RS,灰色,2,0.1,12500.0,原漆土除液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：YAMAHARS-NEO-125-碟煞版產品狀態：無待修里程：12,500km(因試車，緩慢增加)出廠年份：2021年1月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",45000.0
3699485,光陽/KYMCO, Many,銀色,4,0.1,13700.000000000002,原漆,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：KYMCOMANY110英倫版產品狀態：無待修里程：13,650km(因試車，緩慢增加)出廠年份：2019年12月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",45000.0
3698497,山葉/Yamaha, NXC125RA,白色,7,0.1,38300.0,原漆土除液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：YAMAHA勁戰四代125(雙碟版)產品狀態：無待修里程：38,290km(因試車，緩慢增加)出廠年份：2015年8月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",40000.0
3707023,三陽/SYM, 迪爵 125,黑色,3,0.1,,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYM新迪爵125-ABS版產品狀態：無待修里程：25,000km(因試車，緩慢增加)出廠年份：2020年12月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",45000.0
3699493,三陽/SYM, Vivo 125,藍色,2,0.1,25400.0,原漆,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：VIVO125鼓煞版產品狀態：無待修里程：25,350km(因試車，緩慢增加)出廠年份：2021年9月運費：新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",40000.0
3699492,山葉/Yamaha, CUXI 100,紅色,13,0.1,22600.0,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：山葉CUXI100產品狀態：無待修里程：22,610km(因試車，緩慢增加)出廠年份：2010年10月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",24000.0
3698496,光陽/KYMCO, G6,藍色,3,0.1,40900.0,原漆土除ABS液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上聊聊，專人即使回覆，服務不用等客服電話：0966-235-996商品名稱：KYMCOG6150ABS版產品狀態：無待修里程：僅40,900km(因試車，緩慢增加)出廠年份：2020年3月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",43000.0
3698495,三陽/SYM, 迪爵 125,藍色,4,0.1,4190.0,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYM新迪爵125-碟煞版產品狀態：無待修里程：4,190km(因試車，緩慢增加)出廠年份：2019年3月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",42000.0
3698494,光陽/KYMCO, XSENSE,黑色,7,0.1,21500.0,原漆土除液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：X-SENSE碟煞版產品狀態：無待修里程：21,450km(因試車，緩慢增加)出廠年份：2016年10月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",33000.0
3691745,三陽/SYM, GT 125,銀色,7,0.1,10000.0,原漆,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYMGT-125-鼓煞版產品狀態：無待修里程：7,878km(因試車，緩慢增加)出廠年份：2016年6月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",27000.0
3683120,比雅久/PGO, Tigra150,白色,5,0.1,41200.0,原漆土除ABS液晶面板,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：PGOTigra-150-特仕版-ABS產品狀態：無待修里程：41,200km(因試車，緩慢增加)出廠年份：2018年7月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",43000.0
3683114,光陽/KYMCO, Racing 125,藍色,0,0.1,2055.0,原漆土除液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：KYMCORACING-125-雙碟版產品狀態：99%新里程：2,055km(因試車，緩慢增加)出廠年份：2023年5月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",58000.0
3683113,山葉/Yamaha, RAY-125,灰色,6,0.1,32800.0,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：YAMAHARAY-125-碟煞版產品狀態：無待修里程：32,800km(因試車，緩慢增加)出廠年份：2017年9月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",35000.0
3667262,山葉/Yamaha, RS,銀色,3,0.1,24600.0,原漆土除液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：YAMAHARS-NEO-125-碟煞版產品狀態：無待修里程：24,600km(因試車，緩慢增加)出廠年份：2020年9月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",44000.0
3667259,三陽/SYM, Woo 110,紅色,4,0.1,11000.0,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYMWOO-100產品狀態：無待修里程：11,000km(因試車，緩慢增加)出廠年份：2019年4月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",30000.0
3664733,山葉/Yamaha, 新勁戰/NEW CygnusX,黑色,4,0.1,29500.0,原漆土除液晶面板,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：YAMAHA勁戰五代125產品狀態：無待修里程：29,480km(因試車，緩慢增加)出廠年份：2019年11月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",56000.0
3660924,光陽/KYMCO, G6,黑色,6,0.1,19900.0,原漆土除ABS液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上聊聊，專人即使回覆，服務不用等客服電話：0966-235-996商品名稱：KYMCOG6150ABS版產品狀態：無待修里程：僅19,900km(因試車，緩慢增加)出廠年份：2017年9月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近#二手機車#中古機車#二手車#中古車#KYMCO#G6ABS版#150cc",41000.0
3655435,光陽/KYMCO, XSENSE,黑色,6,0.1,13300.0,原漆液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：填好問卷，幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：X-SENSE碟煞版產品狀態：無待修里程：13,300km(因試車，緩慢增加)出廠年份：2017年3月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",35000.0
3655433,三陽/SYM, GT 125,藍色,5,0.1,32800.0,原漆,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYMGT-125-碟煞版產品狀態：無待修里程：32,800km(因試車，緩慢增加)出廠年份：2018年2月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",30000.0
3655430,比雅久/PGO, Jbubu 115,白色,8,0.1,11000.0,原漆ABS液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：PGOJ-BUBU115ABS版產品狀態：無待修里程：11,000km(因試車，緩慢增加)出廠年份：2015年6月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",39000.0
3655428,山葉/Yamaha, CUXI 100,粉色,10,0.1,20500.0,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：YAMAHACUXI-100-碟煞版產品狀態：無待修里程：20,500km(因試車，緩慢增加)出廠年份：2013年9月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",22000.0
3655425,三陽/SYM, 迪爵 125,灰色,5,0.1,14400.0,原漆土除,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：SYM新迪爵125-碟煞版產品狀態：無待修里程：14,400km(因試車，緩慢增加)出廠年份：2018年4月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",39000.0
3655421,比雅久/PGO, Alpha Max 125,白色,4,0.1,20800.0,原漆土除液晶面板液晶儀錶,"Hello~我們是笛加車業LINEID：@djcar找車問笛加(DJ-car)：幫您找五年內好車好車在笛加(DJ-car)：專售五年內好車保證選笛加(DJ-car)：三大保證1.品質保證：絕不賣事故車/泡水車/拼裝車2.售後保證：配合專業保修廠，不讓您成為孤兒3.即時保證：線上即時服務不用等聯絡電話：0966-235-996商品名稱：PGOAlpha-max-125CBS版產品狀態：無待修里程：20,800km(因試車，緩慢增加)出廠年份：2019年9月運費：台北市/新北市以外託運費用另計貸款需求：可協助申辦，不另外收費售後服務：阿志機車(108台北市萬華區西園路二段115號)車庫地點：台北市-花博公園附近",44000.0
3671155,光陽/KYMCO, V2,白色,12,0.1,22000.0,原漆,出國急售.光陽白色V2.１５０CC.2011年.外送國民車.學生上班課打工族.的最愛.因零件超平民價維修.好養省錢的好車.耐超有力.上山下海無擔憂.歡迎監理所看車．板橋．北市八德．樹林監理站都可約．出國在即．歡迎看車．過戶要約上班時間．９－１７時間．中午休息．雙證件和印章．已驗車可馬上過戶.10鐘搞定,19000.0
3668755,比雅久/PGO, Bon125,黑色,5,0.1,27000.0,原漆ABS液晶面板液晶儀錶鋁合金鋼圈大型置物箱,2018年12月比雅久PGOBONABS125黑/綠色車況超好ABS煞車系統、行車更安全好維修、好保養液晶顯示螢幕僅行駛2萬7千公里無待修歡迎蒞臨本店賞車鴻聯汽車商行賞車專線:林R:0935-302-808店址：新北市中和區板南路257之1號週一至週六:早上9點～晚上7點週日:上午9點～晚上6點,37000.0
3668761,山葉/Yamaha, 新勁戰125,藍色,9,0.1,30000.0,液晶儀錶鋁合金鋼圈,2014年山葉勁戰三代125藍/黑色車況超好好維修、好保養液晶顯示螢幕僅行駛3萬公里無待修歡迎蒞臨本店賞車鴻聯汽車商行賞車專線:林R:0935-302-808店址：新北市中和區板南路257之1號週一至週六:早上9點～晚上7點週日:上午9點～晚上6點,32000.0
3720592,本田/HONDA, CB,黑色,8,1.1,11800.0,原漆皮椅ABS液晶面板行車電腦駐車架晶片鑰匙防盜引擎鑑識,自售2015年CB1100里程數11800公里車況極優無倒無摔車庫車下雨天不騎車車在竹北博愛街0980-113-777黃先生,318000.0
3720513,比雅久/PGO, BF150,灰色,12,0.1,7591.0,原漆液晶面板,賞車地址：新北市新店區達觀路8巷3號,28000.0
